"city","state","country","geographykey","customerkey","customername","commutedistance"
"Shawnee","British Columbia","Canada",63,23553,"Jasmine A Anderson","0-1 Miles"
"Sooke","British Columbia","Canada",66,23554,"Joan Cook","0-1 Miles"
"Beaverton","Oregon","United States",536,23555,"Andres G Chavez","5-10 Miles"
"Bremerton","Washington","United States",611,23556,"Kristi Munoz","5-10 Miles"
"Langford","British Columbia","Canada",51,23557,"Victoria Washington","5-10 Miles"
"Long Beach","California","United States",337,23558,"Dakota Barnes","5-10 Miles"
"Metchosin","British Columbia","Canada",53,23559,"Jocelyn D Patterson","5-10 Miles"
"Daly City","California","United States",314,23560,"Jacqueline Flores","0-1 Miles"
"Tacoma","Washington","United States",642,23561,"Jose E Williams","5-10 Miles"
"Coffs Harbour","New South Wales","Australia",2,23562,"Warren Luo","0-1 Miles"
"Sydney","New South Wales","Australia",18,23563,"Kurt C Chavez","5-10 Miles"
"Newport Beach","California","United States",345,23564,"Jessica Howard","0-1 Miles"
"Newport Beach","California","United States",345,23565,"Julia L Torres","0-1 Miles"
"Langley","British Columbia","Canada",52,23566,"Benjamin Shan","0-1 Miles"
"Metchosin","British Columbia","Canada",53,23567,"Xavier Green","5-10 Miles"
"Lake Oswego","Oregon","United States",542,23568,"Paige Diaz","0-1 Miles"
"Cranbourne","Victoria","Australia",33,23569,"Vanessa A Price","5-10 Miles"
"Malabar","New South Wales","Australia",7,23570,"Deanna K Romero","0-1 Miles"
"Milsons Point","New South Wales","Australia",9,23571,"Alisha P Guo","0-1 Miles"
"Caloundra","Queensland","Australia",21,23572,"Donna S Pal","5-10 Miles"
"Hervey Bay","Queensland","Australia",25,23573,"Jorge Gao","0-1 Miles"
"Goulburn","New South Wales","Australia",4,23574,"Ebony S Hernandez","5-10 Miles"
"Milsons Point","New South Wales","Australia",9,23575,"Bobby Ray","0-1 Miles"
"Coffs Harbour","New South Wales","Australia",2,23576,"Ann A Sara","5-10 Miles"
"Lake Oswego","Oregon","United States",542,23577,"Julia Bennett","5-10 Miles"
"Lincoln Acres","California","United States",336,23578,"Eric Lal","5-10 Miles"
"Lynnwood","Washington","United States",626,23579,"Jared C Richardson","5-10 Miles"
"Concord","California","United States",311,23580,"Ryan Jones","5-10 Miles"
"Torrance","California","United States",374,23581,"Jan Hill","1-2 Miles"
"Redwood City","California","United States",355,23582,"Stephanie A Simmons","5-10 Miles"
"N. Vancouver","British Columbia","Canada",54,23583,"Brianna M Martin","5-10 Miles"
"Tacoma","Washington","United States",642,23584,"Jason P Evans","0-1 Miles"
"Burien","Washington","United States",612,23585,"Kaitlyn Moore","0-1 Miles"
"Palo Alto","California","United States",352,23586,"Madison F Coleman","1-2 Miles"
"Torrance","California","United States",374,23587,"Hailey R Gonzalez","0-1 Miles"
"Port Orchard","Washington","United States",632,23588,"Ryan C Hughes","1-2 Miles"
"Imperial Beach","California","United States",329,23589,"Amanda Baker","1-2 Miles"
"La Jolla","California","United States",331,23590,"Austin T Brown","1-2 Miles"
"Metchosin","British Columbia","Canada",53,23591,"Justin P Henderson","0-1 Miles"
"Oak Bay","British Columbia","Canada",59,23592,"Joseph R Jackson","1-2 Miles"
"Goulburn","New South Wales","Australia",4,23593,"Krystal Zhou","10+ Miles"
"Burlingame","California","United States",302,23594,"Paula W Diaz","10+ Miles"
"Lille","Nord","France",187,23595,"Carrie Rubio","5-10 Miles"
"Paris","Seine (Paris)","France",196,23596,"Katherine Bradley","5-10 Miles"
"Cambridge","England","United Kingdom",235,23597,"Meredith A Perez","0-1 Miles"
"Esher-Molesey","England","United Kingdom",237,23598,"Linda Ramos","5-10 Miles"
"Leeds","England","United Kingdom",243,23599,"Mackenzie Roberts","0-1 Miles"
"Lieusaint","Seine et Marne","France",205,23600,"Peter Sharma","5-10 Miles"
"Berlin","Hessen","Germany",126,23601,"Kari A Alan","5-10 Miles"
"Erlangen","Bayern","Germany",117,23602,"Andrea Lopez","5-10 Miles"
"Boulogne-Billancourt","Hauts de Seine","France",214,23603,"Shane E Malhotra","5-10 Miles"
"Essen","Hamburg","Germany",144,23604,"Troy J Kovar","5-10 Miles"
"Salzgitter","Hessen","Germany",135,23605,"Deanna N. Sabella","0-1 Miles"
"Kirkby","England","United Kingdom",241,23606,"Kenneth Raje","0-1 Miles"
"London","England","United Kingdom",250,23607,"Wayne She","0-1 Miles"
"London","England","United Kingdom",255,23608,"Jessie R Blanco","0-1 Miles"
"Courbevoie","Hauts de Seine","France",216,23609,"Clarence M Li","10+ Miles"
"Drancy","Seine Saint Denis","France",221,23610,"Cory Perez","2-5 Miles"
"Sèvres","Hauts de Seine","France",218,23611,"Dave E Natsuhara","2-5 Miles"
"Essen","Hamburg","Germany",144,23612,"Rosa Liu","2-5 Miles"
"Lancaster","England","United Kingdom",242,23613,"Clayton L Lu","0-1 Miles"
"Oxford","England","United Kingdom",262,23614,"Rachel T Cook","5-10 Miles"
"Wokingham","England","United Kingdom",275,23615,"Kendra Suarez","0-1 Miles"
"Saarlouis","Saarland","Germany",175,23616,"Karen A Roberts","10+ Miles"
"Lancaster","England","United Kingdom",242,23617,"Kara She","0-1 Miles"
"West Sussex","England","United Kingdom",274,23618,"Dale C Holt","0-1 Miles"
"Essen","Hamburg","Germany",144,23619,"Ricardo L Tang","10+ Miles"
"Oxon","England","United Kingdom",264,23620,"Roy W Arun","10+ Miles"
"Drancy","Seine Saint Denis","France",221,23621,"Felicia L Townsend","10+ Miles"
"Münster","Saarland","Germany",170,23622,"Darren Moreno","10+ Miles"
"Lille","Nord","France",187,23623,"Jocelyn Griffin","2-5 Miles"
"Frankfurt am Main","Saarland","Germany",166,23624,"Jillian Malhotra","10+ Miles"
"London","England","United Kingdom",251,23625,"Micheal Navarro","10+ Miles"
"Chatou","Yveline","France",207,23626,"Ross Mehta","10+ Miles"
"Erlangen","Bayern","Germany",117,23627,"Adrienne Navarro","5-10 Miles"
"Cheltenham","England","United Kingdom",236,23628,"Kara C Shen","10+ Miles"
"London","England","United Kingdom",250,23629,"Alfredo M Gill","0-1 Miles"
"Warrington","England","United Kingdom",272,23630,"Dominic Fernandez","0-1 Miles"
"Saint Ouen","Charente-Maritime","France",179,23631,"Colin R Wang","5-10 Miles"
"München","Saarland","Germany",169,23632,"Kristen R Zhou","10+ Miles"
"Paderborn","Nordrhein-Westfalen","Germany",160,23633,"Deborah L Chande","10+ Miles"
"Stuttgart","Saarland","Germany",177,23634,"Ernest L Li","10+ Miles"
"Maidenhead","England","United Kingdom",258,23635,"Alvin Luo","0-1 Miles"
"Oxford","England","United Kingdom",262,23636,"Rachael M Gonzalez","10+ Miles"
"Croix","Nord","France",185,23637,"Yolanda E Jai","10+ Miles"
"Kirkby","England","United Kingdom",241,23638,"Nelson Ruiz","10+ Miles"
"Lancaster","England","United Kingdom",242,23639,"Christy R Guo","10+ Miles"
"Springwood","New South Wales","Australia",16,23640,"Bruce L Jiménez","10+ Miles"
"Rockhampton","Queensland","Australia",26,23641,"Megan Morris","10+ Miles"
"St. Leonards","New South Wales","Australia",17,23642,"Anne Gutierrez","10+ Miles"
"North Ryde","New South Wales","Australia",11,23643,"Erica K Zheng","10+ Miles"
"Coffs Harbour","New South Wales","Australia",2,23644,"Allison R Young","10+ Miles"
"Melbourne","Victoria","Australia",35,23645,"Curtis S Zheng","10+ Miles"
"Rockhampton","Queensland","Australia",26,23646,"Jamie M Lu","10+ Miles"
"Gold Coast","Queensland","Australia",23,23647,"Wayne P Shen","10+ Miles"
"Gold Coast","Queensland","Australia",23,23648,"Karla Chander","10+ Miles"
"Springwood","New South Wales","Australia",16,23649,"Naomi Ruiz","10+ Miles"
"Findon","South Australia","Australia",29,23650,"Carolyn Vazquez","10+ Miles"
"Melbourne","Victoria","Australia",35,23651,"Marvin Alvarez","10+ Miles"
"Townsville","Queensland","Australia",27,23652,"Roger A Goel","10+ Miles"
"Sunbury","Victoria","Australia",39,23653,"Devin Campbell","10+ Miles"
"Sydney","New South Wales","Australia",18,23654,"Alisha Wu","10+ Miles"
"Coffs Harbour","New South Wales","Australia",2,23655,"Grace J Murphy","10+ Miles"
"Sunbury","Victoria","Australia",39,23656,"Naomi M Ramos","10+ Miles"
"Gold Coast","Queensland","Australia",23,23657,"Alison Jai","10+ Miles"
"Malabar","New South Wales","Australia",7,23658,"Ross C Arun","10+ Miles"
"Cranbourne","Victoria","Australia",33,23659,"Drew Shan","10+ Miles"
"North Ryde","New South Wales","Australia",11,23660,"Christy R Tang","0-1 Miles"
"Port Macquarie","New South Wales","Australia",13,23661,"Abigail Washington","10+ Miles"
"Milsons Point","New South Wales","Australia",9,23662,"Cynthia S Sanchez","10+ Miles"
"Wollongong","New South Wales","Australia",19,23663,"Neil K Dominguez","10+ Miles"
"Geelong","Victoria","Australia",34,23664,"Sandra Guo","10+ Miles"
"Newcastle","New South Wales","Australia",10,23665,"Crystal A Yang","10+ Miles"
"Tacoma","Washington","United States",642,23666,"Olivia Anderson","5-10 Miles"
"Bremerton","Washington","United States",611,23667,"Harold Arun","5-10 Miles"
"Beaverton","Oregon","United States",536,23668,"Jessica A Hughes","5-10 Miles"
"Oakland","California","United States",348,23669,"Sean Torres","10+ Miles"
"Salem","Oregon","United States",548,23670,"Mya D Henderson","10+ Miles"
"Bremerton","Washington","United States",611,23671,"Fernando L Thomas","1-2 Miles"
"Puyallup","Washington","United States",633,23672,"Abigail L Flores","1-2 Miles"
"Newton","British Columbia","Canada",55,23673,"Kayla A Miller","10+ Miles"
"El Cajon","California","United States",316,23674,"Jeremiah A Walker","1-2 Miles"
"Bellingham","Washington","United States",609,23675,"Emmanuel Prasad","10+ Miles"
"Metchosin","British Columbia","Canada",53,23676,"Brandon Diaz","10+ Miles"
"Mill Valley","California","United States",339,23677,"Charles M Lewis","10+ Miles"
"Lincoln Acres","California","United States",336,23678,"Kelly Diaz","10+ Miles"
"Oak Bay","British Columbia","Canada",59,23679,"Jacob G Harris","10+ Miles"
"Beverly Hills","California","United States",300,23680,"Anna J Powell","1-2 Miles"
"Victoria","British Columbia","Canada",69,23681,"Jordan Gonzales","10+ Miles"
"Langford","British Columbia","Canada",51,23682,"Natalie Harris","10+ Miles"
"Bellflower","California","United States",298,23683,"Dana J Alonso","1-2 Miles"
"Grossmont","California","United States",326,23684,"Jasmine M Rodriguez","10+ Miles"
"Lakewood","California","United States",334,23685,"Alexa C Reed","10+ Miles"
"La Jolla","California","United States",331,23686,"Rachel A Murphy","10+ Miles"
"Yakima","Washington","United States",648,23687,"Melissa Flores","1-2 Miles"
"Novato","California","United States",347,23688,"Olivia R Thomas","10+ Miles"
"West Covina","California","United States",383,23689,"Kayla D Hall","10+ Miles"
"Daly City","California","United States",314,23690,"Angel A James","1-2 Miles"
"Bellingham","Washington","United States",609,23691,"Karen F Hu","10+ Miles"
"Redmond","Washington","United States",634,23692,"Isaac C King","10+ Miles"
"San Francisco","California","United States",360,23693,"Jacqueline Jenkins","1-2 Miles"
"W. Linn","Oregon","United States",552,23694,"Brian L Brooks","1-2 Miles"
"Burlingame","California","United States",302,23695,"Elijah Coleman","1-2 Miles"
"Bremerton","Washington","United States",611,23696,"Autumn P Li","10+ Miles"
"Corvallis","Oregon","United States",539,23697,"Cody Kelly","10+ Miles"
"Burbank","California","United States",301,23698,"Melissa Coleman","1-2 Miles"
"Downey","California","United States",315,23699,"Nicholas O Walker","10+ Miles"
"Lebanon","Oregon","United States",543,23700,"Katelyn W Young","1-2 Miles"
"Novato","California","United States",347,23701,"Marissa Barnes","10+ Miles"
"Coronado","California","United States",312,23702,"Eduardo C James","10+ Miles"
"Colma","California","United States",310,23703,"Jacqueline E Sanchez","10+ Miles"
"Lakewood","California","United States",334,23704,"Christopher J Moore","10+ Miles"
"El Cajon","California","United States",316,23705,"Jeremy Bryant","2-5 Miles"
"Edmonds","Washington","United States",614,23706,"Mackenzie M Cooper","10+ Miles"
"Marysville","Washington","United States",627,23707,"William L Anderson","10+ Miles"
"Beverly Hills","California","United States",300,23708,"Victoria O Coleman","10+ Miles"
"Downey","California","United States",315,23709,"Devin Perry","10+ Miles"
"Bremerton","Washington","United States",611,23710,"Anna Sanchez","10+ Miles"
"Sedro Woolley","Washington","United States",638,23711,"Fernando W Diaz","10+ Miles"
"National City","California","United States",343,23712,"Riley J Murphy","10+ Miles"
"Torrance","California","United States",374,23713,"Arianna C Butler","10+ Miles"
"Salem","Oregon","United States",548,23714,"Joseph T Williams","2-5 Miles"
"Spokane","Washington","United States",641,23715,"Isabel Flores","2-5 Miles"
"Port Hammond","British Columbia","Canada",60,23716,"Kyle Wright","10+ Miles"
"Redmond","Washington","United States",634,23717,"Aidan A Griffin","10+ Miles"
"Burlingame","California","United States",302,23718,"Nelson Blanco","2-5 Miles"
"Shawnee","British Columbia","Canada",63,23719,"Marcus E James","10+ Miles"
"Woodburn","Oregon","United States",553,23720,"Anna K Davis","10+ Miles"
"Downey","California","United States",315,23721,"John M Clark","2-5 Miles"
"Glendale","California","United States",325,23722,"Andrea Perez","10+ Miles"
"Lincoln Acres","California","United States",336,23723,"Jose Phillips","2-5 Miles"
"Spring Valley","California","United States",372,23724,"Gabrielle Hughes","10+ Miles"
"Westminster","British Columbia","Canada",71,23725,"Dennis L Ware","2-5 Miles"
"Burien","Washington","United States",612,23726,"Darrell K Xie","2-5 Miles"
"Colma","California","United States",310,23727,"Bruce Serrano","2-5 Miles"
"Downey","California","United States",315,23728,"Paige Kelly","10+ Miles"
"Novato","California","United States",347,23729,"Marcus D Allen","1-2 Miles"
"Haney","British Columbia","Canada",50,23730,"Morgan Rodriguez","2-5 Miles"
"N. Vancouver","British Columbia","Canada",54,23731,"Jose Thompson","2-5 Miles"
"Bellingham","Washington","United States",609,23732,"Xavier Wood","10+ Miles"
"Bremerton","Washington","United States",611,23733,"Natasha G Gomez","2-5 Miles"
"Salem","Oregon","United States",548,23734,"Melanie R Wood","2-5 Miles"
"Salem","Oregon","United States",548,23735,"Amanda Washington","2-5 Miles"
"Walla Walla","Washington","United States",644,23736,"Sydney M Rivera","10+ Miles"
"Beverly Hills","California","United States",300,23737,"Elena Velez Amezaga","10+ Miles"
"West Covina","California","United States",383,23738,"Julian H Bennett","10+ Miles"
"Berkeley","California","United States",299,23739,"Virginia S Kapoor","2-5 Miles"
"Redwood City","California","United States",355,23740,"Noah Jackson","10+ Miles"
"Bremerton","Washington","United States",611,23741,"Dana Romero","10+ Miles"
"La Jolla","California","United States",331,23742,"Morgan C Cox","10+ Miles"
"Maidenhead","England","United Kingdom",258,23743,"Terrence L Xu","1-2 Miles"
"Colomiers","Garonne (Haute)","France",180,23744,"Barry A Prasad","1-2 Miles"
"Paris","Seine (Paris)","France",197,23745,"Dana M Vazquez","1-2 Miles"
"Paris","Seine (Paris)","France",200,23746,"Lane Sacksteder","0-1 Miles"
"Cambridge","England","United Kingdom",235,23747,"Theodore Romero","1-2 Miles"
"Les Ulis","Essonne","France",211,23748,"Yolanda Pal","2-5 Miles"
"Paris","Seine (Paris)","France",204,23749,"Brandi Ashe","1-2 Miles"
"London","England","United Kingdom",246,23750,"Tanya Serrano","0-1 Miles"
"Milton Keynes","England","United Kingdom",259,23751,"Lacey L Lal","1-2 Miles"
"Runcorn","England","United Kingdom",267,23752,"Devin A Torres","1-2 Miles"
"Gloucestershire","England","United Kingdom",239,23753,"Arthur D Sara","2-5 Miles"
"Paris La Defense","Hauts de Seine","France",217,23754,"Cassie Goel","1-2 Miles"
"Frankfurt","Hessen","Germany",131,23755,"Louis K Wu","1-2 Miles"
"Les Ulis","Essonne","France",211,23756,"Omar M Jai","1-2 Miles"
"Neunkirchen","Saarland","Germany",171,23757,"James Roberts","0-1 Miles"
"Paris","Seine (Paris)","France",201,23758,"Virginia Malhotra","0-1 Miles"
"Frankfurt am Main","Hamburg","Germany",146,23759,"Clinton Alonso","0-1 Miles"
"Bracknell","England","United Kingdom",233,23760,"Nina Sharma","0-1 Miles"
"Saint Germain en Laye","Yveline","France",208,23761,"Tonya P Pal","1-2 Miles"
"Wokingham","England","United Kingdom",275,23762,"Ruben L Ramos","2-5 Miles"
"Paris La Defense","Hauts de Seine","France",217,23763,"Micheal Romero","1-2 Miles"
"Eilenburg","Brandenburg","Germany",115,23764,"Alisha L Liu","1-2 Miles"
"Neunkirchen","Saarland","Germany",171,23765,"Kelly W Price","1-2 Miles"
"Solingen","Nordrhein-Westfalen","Germany",161,23766,"Cassandra A Martinez","0-1 Miles"
"Stoke-on-Trent","England","United Kingdom",269,23767,"Arianna K Bennett","0-1 Miles"
"Runcorn","England","United Kingdom",267,23768,"Joshua A Garcia","1-2 Miles"
"Lancaster","England","United Kingdom",242,23769,"Natasha Dominguez","1-2 Miles"
"Maidenhead","England","United Kingdom",258,23770,"Jamie Carlson","0-1 Miles"
"Orly","Val de Marne","France",225,23771,"Julio E Gomez","0-1 Miles"
"Berlin","Nordrhein-Westfalen","Germany",152,23772,"Cory Raman","0-1 Miles"
"Saint Ouen","Charente-Maritime","France",179,23773,"Jon Cai","1-2 Miles"
"Esher-Molesey","England","United Kingdom",237,23774,"Reginald M Harrison","2-5 Miles"
"Oxford","England","United Kingdom",263,23775,"Cedric H Shan","1-2 Miles"
"Stuttgart","Saarland","Germany",177,23776,"Cristina L Yuan","1-2 Miles"
"Milton Keynes","England","United Kingdom",260,23777,"Candice J Zhang","1-2 Miles"
"Colombes","Hauts de Seine","France",215,23778,"Louis L Huang","1-2 Miles"
"London","England","United Kingdom",253,23779,"Deanna Dominguez","0-1 Miles"
"Roubaix","Nord","France",189,23780,"Mason Stewart","0-1 Miles"
"San Gabriel","California","United States",361,23781,"Jordyn Ross","1-2 Miles"
"Port Orchard","Washington","United States",632,23782,"Edward L Bryant","0-1 Miles"
"Langford","British Columbia","Canada",51,23783,"Zachary W Smith","2-5 Miles"
"Beaverton","Oregon","United States",536,23784,"Preston Arun","0-1 Miles"
"Redmond","Washington","United States",634,23785,"Taylor M Harris","0-1 Miles"
"Bellingham","Washington","United States",609,23786,"Carrie L Serrano","1-2 Miles"
"Berkeley","California","United States",299,23787,"Adrian P Ward","5-10 Miles"
"Burbank","California","United States",301,23788,"Michael Smith","2-5 Miles"
"Concord","California","United States",311,23789,"Ryan A Walker","2-5 Miles"
"Lebanon","Oregon","United States",543,23790,"Isabella Williams","1-2 Miles"
"Walla Walla","Washington","United States",644,23791,"Aaron Griffin","1-2 Miles"
"Burien","Washington","United States",612,23792,"Jessie L Wu","1-2 Miles"
"Burien","Washington","United States",612,23793,"Ryan Kumar","10+ Miles"
"Daly City","California","United States",314,23794,"Abigail B Powell","2-5 Miles"
"Coronado","California","United States",312,23795,"Lauren L Moore","10+ Miles"
"Redwood City","California","United States",355,23796,"Miguel D Young","10+ Miles"
"Long Beach","California","United States",337,23797,"Nathan Perez","0-1 Miles"
"N. Vancouver","British Columbia","Canada",54,23798,"Julia Kelly","1-2 Miles"
"Bellflower","California","United States",298,23799,"Carolyn S Chandra","0-1 Miles"
"La Jolla","California","United States",331,23800,"Kaylee Cox","1-2 Miles"
"Salem","Oregon","United States",548,23801,"Taylor Wood","0-1 Miles"
"Salem","Oregon","United States",548,23802,"Emily S Diaz","1-2 Miles"
"Royal Oak","British Columbia","Canada",62,23803,"Bernard Thames","0-1 Miles"
"Bremerton","Washington","United States",611,23804,"Kristen A Ma","1-2 Miles"
"Lake Oswego","Oregon","United States",542,23805,"Luke Hayes","1-2 Miles"
"Langley","British Columbia","Canada",52,23806,"Olivia Foster","1-2 Miles"
"Daly City","California","United States",314,23807,"Carson Hughes","1-2 Miles"
"Lincoln Acres","California","United States",336,23808,"Spencer Perry","0-1 Miles"
"National City","California","United States",343,23809,"Danielle Sanchez","0-1 Miles"
"La Jolla","California","United States",331,23810,"Sarah M Lee","0-1 Miles"
"San Gabriel","California","United States",361,23811,"Ethan L Powell","1-2 Miles"
"San Diego","California","United States",359,23812,"Cameron W Butler","0-1 Miles"
"Redwood City","California","United States",355,23813,"Hannah E Bennett","1-2 Miles"
"Torrance","California","United States",374,23814,"Angela Foster","0-1 Miles"
"San Carlos","California","United States",358,23815,"Julia M Ward","1-2 Miles"
"Coronado","California","United States",312,23816,"Natalie Johnson","1-2 Miles"
"Lebanon","Oregon","United States",543,23817,"Kaitlyn M Murphy","0-1 Miles"
"Chula Vista","California","United States",307,23818,"Cassidy C Gonzales","1-2 Miles"
"Vancouver","British Columbia","Canada",68,23819,"Vanessa Washington","1-2 Miles"
"Beaverton","Oregon","United States",536,23820,"Isabelle Diaz","1-2 Miles"
"Edmonds","Washington","United States",614,23821,"Jordan Lal","1-2 Miles"
"Portland","Oregon","United States",547,23822,"Sierra M Campbell","0-1 Miles"
"Bellflower","California","United States",298,23823,"Samuel K Davis","0-1 Miles"
"Downey","California","United States",315,23824,"Edward Carter","1-2 Miles"
"Glendale","California","United States",325,23825,"Katherine R Coleman","0-1 Miles"
"Long Beach","California","United States",337,23826,"Dalton M Ross","1-2 Miles"
"Victoria","British Columbia","Canada",69,23827,"Wyatt Hall","1-2 Miles"
"Concord","California","United States",311,23828,"Carolyn S Carlson","0-1 Miles"
"Langford","British Columbia","Canada",51,23829,"Anthony G Rodriguez","1-2 Miles"
"Metchosin","British Columbia","Canada",53,23830,"Cameron White","1-2 Miles"
"Beaverton","Oregon","United States",536,23831,"Colleen Jai","0-1 Miles"
"Bellingham","Washington","United States",609,23832,"Alexandra B Ramirez","2-5 Miles"
"Issaquah","Washington","United States",618,23833,"Kevin J Gonzales","0-1 Miles"
"Renton","Washington","United States",635,23834,"Ethan H Long","2-5 Miles"
"Grossmont","California","United States",326,23835,"Marcus Jackson","0-1 Miles"
"Lincoln Acres","California","United States",336,23836,"Chloe Carter","2-5 Miles"
"Concord","California","United States",311,23837,"Jonathan E Li","0-1 Miles"
"Coronado","California","United States",312,23838,"Ariana M Ready","2-5 Miles"
"Colma","California","United States",310,23839,"Savannah L Howard","0-1 Miles"
"Chula Vista","California","United States",307,23840,"Mason Ward","2-5 Miles"
"Woodland Hills","California","United States",385,23841,"Sydney Phillips","2-5 Miles"
"Langford","British Columbia","Canada",51,23842,"Connor Bryant","0-1 Miles"
"Los Angeles","California","United States",338,23843,"Marcus D Patterson","0-1 Miles"
"Port Orchard","Washington","United States",632,23844,"Alexandra M Gonzales","2-5 Miles"
"Redwood City","California","United States",355,23845,"Madeline Turner","0-1 Miles"
"Vancouver","British Columbia","Canada",68,23846,"Aidan L Diaz","2-5 Miles"
"Beaverton","Oregon","United States",536,23847,"Chad J Sharma","0-1 Miles"
"Beverly Hills","California","United States",300,23848,"Pamela Sai","2-5 Miles"
"Marysville","Washington","United States",627,23849,"Alexis Simmons","0-1 Miles"
"Marysville","Washington","United States",627,23850,"Anna J Hall","2-5 Miles"
"W. Linn","Oregon","United States",552,23851,"Mariah K Rogers","0-1 Miles"
"Berkeley","California","United States",299,23852,"Desiree M Torres","0-1 Miles"
"Sedro Woolley","Washington","United States",638,23853,"Isaac S Perez","2-5 Miles"
"National City","California","United States",343,23854,"Megan S Torres","2-5 Miles"
"El Cajon","California","United States",316,23855,"Carlos Watson","2-5 Miles"
"Sedro Woolley","Washington","United States",638,23856,"Sarah Taylor","0-1 Miles"
"Lebanon","Oregon","United States",543,23857,"Alexandra L Anderson","2-5 Miles"
"Oak Bay","British Columbia","Canada",59,23858,"Jonathan Powell","2-5 Miles"
"Victoria","British Columbia","Canada",69,23859,"Megan A Anderson","2-5 Miles"
"Port Orchard","Washington","United States",632,23860,"Eric S Long","2-5 Miles"
"Beaverton","Oregon","United States",536,23861,"Keith C Anand","2-5 Miles"
"Concord","California","United States",311,23862,"Rebekah B Kapoor","10+ Miles"
"Fremont","California","United States",322,23863,"Christian Williams","0-1 Miles"
"Palo Alto","California","United States",352,23864,"Chloe J Jackson","0-1 Miles"
"Burnaby","British Columbia","Canada",43,23865,"Lori L Sanz","2-5 Miles"
"Cliffside","British Columbia","Canada",49,23866,"Xavier Flores","2-5 Miles"
"Sooke","British Columbia","Canada",66,23867,"Sarah M Henderson","2-5 Miles"
"Victoria","British Columbia","Canada",69,23868,"Abigail C Coleman","0-1 Miles"
"Ballard","Washington","United States",607,23869,"Wayne C Nara","2-5 Miles"
"Salem","Oregon","United States",548,23870,"Elijah M Henderson","0-1 Miles"
"W. Linn","Oregon","United States",552,23871,"Bailey G Richardson","0-1 Miles"
"Woodburn","Oregon","United States",553,23872,"Matthew Garcia","2-5 Miles"
"Spring Valley","California","United States",372,23873,"Nicole A Miller","0-1 Miles"
"Beaverton","Oregon","United States",536,23874,"Abigail J Cook","2-5 Miles"
"Tacoma","Washington","United States",642,23875,"Sean Green","2-5 Miles"
"San Gabriel","California","United States",361,23876,"David M Henderson","2-5 Miles"
"San Diego","California","United States",359,23877,"Katherine T Morris","0-1 Miles"
"San Francisco","California","United States",360,23878,"Chloe L Wood","2-5 Miles"
"Port Hammond","British Columbia","Canada",60,23879,"Amber L Gonzalez","0-1 Miles"
"Long Beach","California","United States",337,23880,"Noah L Patterson","2-5 Miles"
"Los Angeles","California","United States",338,23881,"Joshua M Martinez","0-1 Miles"
"National City","California","United States",343,23882,"Alexia F Butler","0-1 Miles"
"Oakland","California","United States",348,23883,"Jackson L Russell","0-1 Miles"
"Santa Cruz","California","United States",368,23884,"Ethan Ross","0-1 Miles"
"Spring Valley","California","United States",372,23885,"Angela A Morris","0-1 Miles"
"West Covina","California","United States",383,23886,"Sean Stewart","0-1 Miles"
"Bellingham","Washington","United States",609,23887,"Mason A Carter","2-5 Miles"
"Woodland Hills","California","United States",385,23888,"Edward R Clark","0-1 Miles"
"Walla Walla","Washington","United States",644,23889,"Sean M Carter","0-1 Miles"
"Concord","California","United States",311,23890,"Haley Cox","0-1 Miles"
"Milwaukie","Oregon","United States",545,23891,"Jack Jenkins","2-5 Miles"
"Langley","British Columbia","Canada",52,23892,"Olivia Bailey","2-5 Miles"
"Metchosin","British Columbia","Canada",53,23893,"Zachary J Clark","10+ Miles"
"Issaquah","Washington","United States",618,23894,"Bryan Ramirez","10+ Miles"
"Corvallis","Oregon","United States",539,23895,"Nicole Powell","2-5 Miles"
"Olympia","Washington","United States",631,23896,"Megan Peterson","0-1 Miles"
"Bonn","Hamburg","Germany",142,23897,"Katrina Chapman","0-1 Miles"
"Braunschweig","Nordrhein-Westfalen","Germany",156,23898,"Shawna E Rai","0-1 Miles"
"Dunkerque","Nord","France",186,23899,"Lindsey W Nath","0-1 Miles"
"Frankfurt","Bayern","Germany",118,23900,"Rafael A Yang","1-2 Miles"
"Suresnes","Hauts de Seine","France",219,23901,"Max S Gutierrez","2-5 Miles"
"Berlin","Saarland","Germany",163,23902,"Julie Kumar","2-5 Miles"
"Ingolstadt","Bayern","Germany",121,23903,"Harold D Subram","2-5 Miles"
"Gateshead","England","United Kingdom",238,23904,"Haley F Washington","1-2 Miles"
"Erlangen","Bayern","Germany",117,23905,"Jose Zhang","0-1 Miles"
"München","Nordrhein-Westfalen","Germany",159,23906,"Alan J Ma","0-1 Miles"
"London","England","United Kingdom",247,23907,"Hector Navarro","0-1 Miles"
"Colombes","Hauts de Seine","France",215,23908,"Max J Sanz","0-1 Miles"
"Paris","Seine (Paris)","France",196,23909,"Todd C Lin","1-2 Miles"
"Ingolstadt","Bayern","Germany",121,23910,"Gabriel A Perry","0-1 Miles"
"Lille","Nord","France",187,23911,"Priscilla E Sharma","0-1 Miles"
"Kassel","Hessen","Germany",133,23912,"Arthur Sanchez","0-1 Miles"
"Chatou","Yveline","France",207,23913,"Riley J Cooper","0-1 Miles"
"Bonn","Nordrhein-Westfalen","Germany",154,23914,"Tonya L Sharma","0-1 Miles"
"Berlin","Hessen","Germany",123,23915,"Lawrence W Serrano","0-1 Miles"
"Frankfurt am Main","Hamburg","Germany",145,23916,"Ruben L Serrano","0-1 Miles"
